0 	 -16.00000000 	 8.00000000 
1 	 -56.00000000 	 -24.00000000 
2 	 -40.00000000 	 -4.00000000 
3 	 -48.00000000 	 -8.00000000 
4 	 -8.00000000 	 -14.00000000 
5 	 -32.00000000 	 -4.00000000 
6 	 -80.00000000 	 2.00000000 
7 	 -64.00000000 	 10.00000000 
8 	 -48.00000000 	 8.00000000 
9 	 -56.00000000 	 -6.00000000 
10 	 -72.00000000 	 4.00000000 
11 	 -72.00000000 	 14.00000000 
12 	 -24.00000000 	 8.00000000 
13 	 -32.00000000 	 -4.00000000 
14 	 -56.00000000 	 -10.00000000 
15 	 -64.00000000 	 -2.00000000 
16 	 -24.00000000 	 4.00000000 
17 	 -40.00000000 	 0.00000000 
18 	 -24.00000000 	 -2.00000000 
19 	 8.00000000 	 4.00000000 
