0 	 -256.00000000 	 -64.00000000 
1 	 -232.00000000 	 -60.00000000 
2 	 -232.00000000 	 -60.00000000 
3 	 -240.00000000 	 -62.00000000 
4 	 -240.00000000 	 -62.00000000 
5 	 -240.00000000 	 -62.00000000 
6 	 -256.00000000 	 -64.00000000 
7 	 -256.00000000 	 -64.00000000 
8 	 -256.00000000 	 -64.00000000 
9 	 -256.00000000 	 -64.00000000 
10 	 -256.00000000 	 -64.00000000 
11 	 -256.00000000 	 -64.00000000 
12 	 -256.00000000 	 -64.00000000 
13 	 -240.00000000 	 -62.00000000 
14 	 -240.00000000 	 -62.00000000 
15 	 -240.00000000 	 -62.00000000 
16 	 -240.00000000 	 -62.00000000 
17 	 -240.00000000 	 -62.00000000 
18 	 -240.00000000 	 -62.00000000 
19 	 -256.00000000 	 -64.00000000 
