0 	 0.00000000 	 0.00000000 
1 	 -8.00000000 	 -2.00000000 
2 	 0.00000000 	 6.00000000 
3 	 -32.00000000 	 16.00000000 
4 	 -16.00000000 	 12.00000000 
5 	 -16.00000000 	 10.00000000 
6 	 -24.00000000 	 14.00000000 
7 	 -16.00000000 	 10.00000000 
8 	 -4.00000000 	 8.00000000 
9 	 -8.00000000 	 8.00000000 
10 	 -24.00000000 	 14.00000000 
11 	 -12.00000000 	 10.00000000 
12 	 -8.00000000 	 4.00000000 
13 	 -12.00000000 	 8.00000000 
14 	 -8.00000000 	 4.00000000 
15 	 -8.00000000 	 -6.00000000 
16 	 -12.00000000 	 -8.00000000 
17 	 -8.00000000 	 -4.00000000 
18 	 -4.00000000 	 -2.00000000 
19 	 -4.00000000 	 -4.00000000 
