0 	 -32.00000000 	 16.00000000 
1 	 -24.00000000 	 14.00000000 
2 	 -12.00000000 	 8.00000000 
3 	 -24.00000000 	 14.00000000 
4 	 -12.00000000 	 10.00000000 
5 	 -12.00000000 	 8.00000000 
6 	 -20.00000000 	 12.00000000 
7 	 -12.00000000 	 4.00000000 
8 	 -12.00000000 	 8.00000000 
9 	 -24.00000000 	 14.00000000 
10 	 -24.00000000 	 14.00000000 
11 	 -16.00000000 	 12.00000000 
12 	 -32.00000000 	 16.00000000 
13 	 -32.00000000 	 16.00000000 
14 	 -24.00000000 	 14.00000000 
15 	 -16.00000000 	 12.00000000 
16 	 -24.00000000 	 14.00000000 
17 	 -20.00000000 	 12.00000000 
18 	 -32.00000000 	 16.00000000 
19 	 -32.00000000 	 16.00000000 
