0 	 -56.00000000 	 16.00000000 
1 	 -96.00000000 	 14.00000000 
2 	 -72.00000000 	 14.00000000 
3 	 -104.00000000 	 12.00000000 
4 	 -64.00000000 	 18.00000000 
5 	 -96.00000000 	 26.00000000 
6 	 -112.00000000 	 22.00000000 
7 	 -88.00000000 	 8.00000000 
8 	 -56.00000000 	 -2.00000000 
9 	 -48.00000000 	 0.00000000 
10 	 -72.00000000 	 6.00000000 
11 	 -72.00000000 	 8.00000000 
12 	 -40.00000000 	 2.00000000 
13 	 -40.00000000 	 -10.00000000 
14 	 -56.00000000 	 8.00000000 
15 	 -24.00000000 	 -4.00000000 
16 	 -40.00000000 	 0.00000000 
17 	 -72.00000000 	 30.00000000 
18 	 -120.00000000 	 34.00000000 
19 	 -144.00000000 	 38.00000000 
